,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000003,100041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,100041,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,,,99973,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,99990,100,99973,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,99990,100,99973,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,99990,100,99973,200,,,99927,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,99990,100,99973,300,,,99927,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,99990,100,99973,400,,,99927,100,,,99843,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,99990,100,99973,500,,,99927,100,,,99843,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000022,99990,100,99973,500,100019,100,99927,100,,,99843,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,99990,100,99973,500,100019,100,99927,100,100087,100,99851,100,,,99843,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000024,99990,100,99973,500,100019,100,99927,100,100087,100,99898,100,100104,100,99851,100,,,99843,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000028,99990,100,99973,500,100019,100,99927,100,100020,100,99898,100,100087,100,99851,100,100092,100,99843,100,100104,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000029,99990,100,99973,500,100019,100,99947,100,100020,100,99927,100,100087,100,99898,100,100092,100,99851,100,100104,100,99843,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000034,99990,100,99973,500,100019,100,99947,100,100020,100,99927,100,100087,100,99898,100,100092,100,99851,100,100104,100,99843,100,,,99838,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000035,99990,100,99973,500,100019,100,99947,100,100020,100,99927,100,100038,100,99898,100,100087,100,99851,100,100092,100,99843,100,100104,100,99838,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000037,99990,100,99973,500,100019,100,99947,100,100020,100,99927,100,100038,100,99916,100,100087,100,99898,100,100092,100,99851,100,100104,100,99843,100,100115,100,99838,100,,,,,,,,
