,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000002,99999,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99999,100,99904,100,100018,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,100018,100,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100018,100,99978,100,100136,100,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100018,100,99978,100,100136,100,99967,100,100171,100,99904,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,99986,100,99978,100,100018,100,99967,100,100052,100,99904,100,100136,100,,,100171,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,99986,100,99967,100,100018,100,99904,100,100052,100,99840,100,100136,100,,,100171,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,99986,100,99967,100,100018,100,99904,100,100052,100,99840,100,100136,100,,,100171,100,,,100235,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,99986,100,99967,100,100018,100,99909,100,100052,100,99904,100,100136,100,99840,100,100171,100,,,100235,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,99986,100,99967,100,100018,100,99909,100,100052,100,99904,100,100136,100,99840,100,100171,100,,,100235,100,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,99986,100,99967,100,100018,100,99909,100,100052,100,99904,100,100110,100,99840,100,100136,100,,,100171,100,,,100235,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000025,99986,200,99967,100,100018,100,99909,100,100052,100,99904,100,100110,100,99840,100,100136,100,,,100171,100,,,100235,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000028,99986,300,99978,100,100018,100,99967,100,100052,100,99909,100,100110,100,99904,100,100136,100,99840,100,100171,100,,,100235,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000029,99986,300,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100097,100,99840,100,100106,100,,,100110,100,,,100136,100,,,100171,100,,,100235,100,,
2019-06-28 09:30:00.000000030,99986,300,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100171,100,,,100235,100,,
2019-06-28 09:30:00.000000033,99986,300,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100171,200,,,100235,100,,
2019-06-28 09:30:00.000000034,99986,400,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100171,200,,,100235,100,,
2019-06-28 09:30:00.000000036,99986,400,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100075,100,99840,100,100097,100,99812,100,100106,100,,,100110,100,,,100136,100,,,100171,200,,
2019-06-28 09:30:00.000000037,99986,500,99978,100,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100075,100,99840,100,100097,100,99812,100,100106,100,,,100110,100,,,100136,100,,,100171,200,,
2019-06-28 09:30:00.000000044,99986,500,99978,200,99989,100,99967,100,100018,100,99909,100,100052,100,99904,100,100075,100,99840,100,100097,100,99812,100,100106,100,,,100110,100,,,100136,100,,,100171,200,,
2019-06-28 09:30:00.000000045,99986,500,99978,200,99989,100,99967,100,100018,100,99916,100,100052,100,99909,100,100075,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100171,200,,
2019-06-28 09:30:00.000000047,99986,500,99978,200,99989,100,99967,100,100018,100,99916,100,100052,100,99909,100,100075,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100171,200,,
2019-06-28 09:30:00.000000048,99986,500,99978,200,99989,100,99967,100,100018,100,99916,100,100052,100,99909,100,100075,100,99904,100,100097,100,99840,100,100106,100,99812,100,100110,100,,,100136,100,,,100157,100,,
2019-06-28 09:30:00.000000050,99986,500,99978,200,99989,100,99967,100,100018,100,99916,100,100044,100,99909,100,100052,100,99904,100,100075,100,99840,100,100097,100,99812,100,100106,100,,,100110,100,,,100136,100,,
2019-06-28 09:30:00.000000052,99986,500,99978,200,99989,100,99967,100,100018,100,99916,100,100044,100,99909,100,100052,100,99904,100,100056,100,99840,100,100072,100,99812,100,100075,100,,,100097,100,,,100106,100,,
2019-06-28 09:30:00.000000053,99986,500,99978,200,99989,100,99967,100,100018,100,99954,100,100044,100,99916,100,100052,100,99909,100,100056,100,99904,100,100072,100,99840,100,100075,100,99812,100,100097,100,,,100106,100,,
2019-06-28 09:30:00.000000056,99986,500,99978,200,99989,100,99967,100,100018,100,99954,100,100044,100,99916,100,100052,100,99909,100,100056,100,99904,100,100072,100,99902,100,100075,100,99840,100,100097,100,99812,100,100106,100,,
2019-06-28 09:30:00.000000057,99986,500,99978,200,99989,100,99977,100,100010,100,99967,100,100018,100,99954,100,100044,100,99946,100,100052,100,99916,100,100056,100,99909,100,100072,100,99904,100,100075,100,99902,100,100097,100,99840,100
2019-06-28 09:30:00.000000060,99986,400,99978,100,99989,100,99977,100,100010,100,99967,100,100018,100,99954,100,100044,100,99946,100,100052,100,99916,100,100056,100,99909,100,100072,100,99904,100,100075,100,99902,100,100097,100,99840,100
2019-06-28 09:30:00.000000065,99986,400,99978,100,99989,100,99977,100,100010,100,99967,100,100018,100,99954,100,100044,100,99946,100,100052,100,99916,100,100056,100,99909,100,100072,100,99904,100,100075,100,99902,100,100086,100,99840,100
2019-06-28 09:30:00.000000067,99986,400,99977,100,99989,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,100,100056,100,99904,100,100072,100,99902,100,100075,100,99840,100,100086,100,99812,100
2019-06-28 09:30:00.000000070,99986,400,99977,100,99989,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,200,100056,100,99904,100,100072,100,99902,100,100075,100,99840,100,100086,100,99812,100
2019-06-28 09:30:00.000000072,99986,400,99977,100,99989,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,200,100056,100,99904,100,100072,100,99902,100,100075,100,99847,100,100086,100,99840,100
2019-06-28 09:30:00.000000074,99986,400,99977,100,99989,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,200,100053,100,99904,100,100056,100,99902,100,100072,100,99847,100,100075,100,99840,100
2019-06-28 09:30:00.000000078,99986,400,99977,100,99989,100,99967,100,100002,100,99954,100,100010,100,99946,100,100018,100,99916,100,100044,100,99909,200,100052,100,99904,100,100053,100,99902,100,100056,100,99847,100,100072,100,99840,100
2019-06-28 09:30:00.000000079,99986,400,99978,100,99989,100,99977,100,100002,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,200,100053,100,99904,100,100056,100,99902,100,100072,100,99847,100
2019-06-28 09:30:00.000000080,99986,400,99978,100,99989,100,99977,100,100002,100,99967,100,100010,100,99954,100,100018,100,99946,100,100044,100,99916,100,100052,100,99909,200,100053,100,99904,100,100056,100,99902,100,100072,100,99847,100
