,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,,,99994,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,,,99994,100,,,99920,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,,,99994,100,,,99920,100,,,99833,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,100052,100,99994,100,,,99920,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,100052,100,100048,100,,,99994,100,,,99920,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100052,100,99994,100,,,99920,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100052,100,99994,100,,,99920,100,,,99881,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000015,100040,100,99994,100,100052,100,99920,100,,,99881,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000018,100040,100,99994,100,100052,100,99920,100,,,99881,100,,,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100034,100,99994,100,100040,100,99920,100,100052,100,99881,100,100116,100,99863,100,,,99833,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000022,100034,100,99994,100,100040,100,99920,100,100052,100,99890,100,100116,100,99881,100,100134,100,99863,100,,,99833,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,100034,100,99994,100,100040,100,99920,100,100052,100,99890,100,100056,100,99881,100,100116,100,99863,100,100134,100,99833,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000029,100034,100,100011,100,100040,100,99994,100,100052,100,99920,100,100056,100,99890,100,100116,100,99881,100,100134,100,99863,100,,,99833,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000030,100034,100,99994,100,100040,100,99920,100,100052,100,99890,100,100056,100,99881,100,100116,100,99863,100,100134,100,99833,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000031,100034,100,99994,100,100040,100,99920,100,100052,100,99890,100,100056,100,99881,100,100110,100,99863,100,100116,100,99833,100,100134,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000032,100034,100,99941,100,100040,100,99920,100,100052,100,99890,100,100056,100,99881,100,100110,100,99863,100,100116,100,99833,100,100134,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000033,100034,100,99994,100,100040,100,99941,100,100052,100,99920,100,100056,100,99890,100,100110,100,99881,100,100116,100,99863,100,100134,100,99833,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000034,100034,100,99994,100,100040,100,99941,100,100052,100,99920,100,100056,100,99890,100,100110,100,99881,100,100116,100,99863,100,100134,100,99833,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000036,100034,100,100021,100,100040,100,99994,100,100052,100,99941,100,100056,100,99920,100,100110,100,99890,100,100116,100,99881,100,100134,100,99863,100,,,99833,100,,,,,,,,
2019-06-28 09:30:00.000000040,100040,100,100021,100,100052,100,99994,100,100056,100,99941,100,100110,100,99920,100,100116,100,99890,100,100134,100,99881,100,,,99863,100,,,99833,100,,,,,,,,
2019-06-28 09:30:00.000000042,100040,100,100021,100,100052,100,99994,100,100056,100,99946,100,100110,100,99941,100,100116,100,99920,100,100134,100,99890,100,,,99881,100,,,99863,100,,,99833,100,,,,
2019-06-28 09:30:00.000000043,100040,100,100021,100,100052,100,99994,100,100056,100,99946,100,100110,100,99941,100,100116,100,99920,100,100134,100,99890,100,,,99881,100,,,99870,100,,,99863,100,,,99833,100
2019-06-28 09:30:00.000000045,100034,100,100021,100,100040,100,99994,100,100052,100,99946,100,100056,100,99941,100,100080,100,99920,100,100110,100,99890,100,100116,100,99881,100,100134,100,99870,100,,,99863,100,,,99833,100
2019-06-28 09:30:00.000000046,100034,100,100021,100,100040,100,99994,100,100052,100,99958,100,100056,100,99946,100,100080,100,99941,100,100110,100,99920,100,100116,100,99890,100,100134,100,99881,100,,,99870,100,,,99863,100
2019-06-28 09:30:00.000000047,100034,100,100021,100,100040,100,99994,100,100052,100,99958,100,100056,100,99946,100,100077,100,99941,100,100080,100,99920,100,100110,100,99890,100,100116,100,99881,100,100134,100,99870,100,,,99863,100
2019-06-28 09:30:00.000000048,100034,100,100021,100,100040,100,99995,100,100052,100,99994,100,100056,100,99958,100,100077,100,99946,100,100080,100,99941,100,100110,100,99920,100,100116,100,99890,100,100134,100,99881,100,,,99870,100
2019-06-28 09:30:00.000000053,100034,200,100021,100,100040,100,99995,100,100052,100,99994,100,100056,100,99958,100,100077,100,99946,100,100080,100,99941,100,100110,100,99920,100,100116,100,99890,100,100134,100,99881,100,,,99870,100
2019-06-28 09:30:00.000000055,100034,200,100021,100,100040,100,99998,100,100052,100,99995,100,100056,100,99994,100,100077,100,99958,100,100080,100,99946,100,100110,100,99941,100,100116,100,99920,100,100134,100,99890,100,,,99881,100
2019-06-28 09:30:00.000000056,100034,200,100021,100,100040,100,99998,100,100043,100,99995,100,100052,100,99994,100,100056,100,99958,100,100077,100,99946,100,100080,100,99941,100,100110,100,99920,100,100116,100,99890,100,100134,100,99881,100
2019-06-28 09:30:00.000000057,100034,200,100021,100,100040,100,99998,100,100043,100,99995,100,100052,100,99994,100,100056,100,99958,100,100059,100,99946,100,100077,100,99941,100,100080,100,99920,100,100110,100,99890,100,100116,100,99881,100
