,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,100096,100,,,100136,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100039,100,,,100096,100,,,100136,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000004,99967,100,,,100039,100,,,100096,100,,,100136,100,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,99967,100,,,100039,100,,,100096,100,,,100098,100,,,100136,100,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000007,99967,100,,,100039,100,,,100061,100,,,100096,100,,,100098,100,,,100133,100,,,100136,100,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,99967,100,,,100039,100,,,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100133,100,,,100136,100,,,,,,,,,,
2019-06-28 09:30:00.000000011,99967,100,,,100039,100,,,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100133,100,,,100136,100,,,,,,
2019-06-28 09:30:00.000000013,99967,100,,,100039,100,,,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100131,100,,,100133,100,,,100136,100,,
2019-06-28 09:30:00.000000016,99967,100,,,100039,100,,,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100122,100,,,100131,100,,,100133,100,,
2019-06-28 09:30:00.000000018,99967,100,99884,100,100039,100,,,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100122,100,,,100131,100,,,100133,100,,
2019-06-28 09:30:00.000000023,100039,100,99884,100,100061,100,,,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100122,100,,,100131,100,,,100133,100,,,100136,100,,
2019-06-28 09:30:00.000000024,100039,100,99884,100,100061,100,99828,100,100072,100,,,100096,100,,,100098,100,,,100106,100,,,100122,100,,,100131,100,,,100133,100,,,100136,100,,
