,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,100067,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100067,100,99990,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,100067,100,99990,100,,,99863,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,100067,100,99990,100,,,99981,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,100067,100,99990,100,,,99981,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100067,100,99981,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000013,100067,100,99981,100,,,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,100067,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,100067,100,99981,100,,,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000019,100063,100,99981,200,100067,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000020,100063,100,99981,200,100067,100,99974,100,,,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000021,100063,100,99981,200,100067,100,99974,100,100194,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000023,100063,100,99981,200,100067,100,99974,100,100100,100,99900,100,100194,100,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000026,100063,100,99983,100,100067,100,99981,200,100100,100,99974,100,100194,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000028,100063,100,99983,100,100067,100,99981,300,100100,100,99974,100,100194,100,99969,100,,,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,
2019-06-28 09:30:00.000000031,100049,100,99983,100,100063,100,99981,300,100067,100,99974,100,100100,100,99969,100,100194,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,,,,,
2019-06-28 09:30:00.000000032,100049,100,99983,100,100063,100,99981,300,100067,100,99974,100,100100,100,99969,100,100128,100,99909,100,100194,100,99900,100,,,99887,100,,,99864,100,,,99863,100,,,,
2019-06-28 09:30:00.000000034,100049,100,99983,100,100063,100,99981,300,100067,100,99974,100,100082,100,99969,100,100100,100,99909,100,100128,100,99900,100,100194,100,99887,100,,,99864,100,,,99863,100,,,,
2019-06-28 09:30:00.000000036,100049,100,99983,100,100063,100,99981,400,100067,100,99974,100,100081,100,99969,100,100082,100,99909,100,100100,100,99900,100,100128,100,99887,100,100194,100,99864,100,,,99863,100,,,,
2019-06-28 09:30:00.000000037,100049,100,99983,100,100063,100,99981,400,100067,100,99974,100,100081,100,99969,100,100082,100,99950,100,100100,100,99909,100,100128,100,99900,100,100194,100,99887,100,,,99864,100,,,99863,100
2019-06-28 09:30:00.000000038,100014,100,99983,100,100049,100,99981,400,100063,100,99974,100,100067,100,99969,100,100081,100,99950,100,100082,100,99909,100,100100,100,99900,100,100128,100,99887,100,100194,100,99864,100,,,99863,100
2019-06-28 09:30:00.000000042,100014,100,99983,100,100049,100,99981,400,100063,100,99974,100,100067,100,99969,100,100081,100,99950,100,100082,100,99909,100,100100,100,99900,100,100114,100,99887,100,100128,100,99864,100,100194,100,99863,100
