,ask_price_1,ask_size_1,bid_price_1,bid_size_1,ask_price_2,ask_size_2,bid_price_2,bid_size_2,ask_price_3,ask_size_3,bid_price_3,bid_size_3,ask_price_4,ask_size_4,bid_price_4,bid_size_4,ask_price_5,ask_size_5,bid_price_5,bid_size_5,ask_price_6,ask_size_6,bid_price_6,bid_size_6,ask_price_7,ask_size_7,bid_price_7,bid_size_7,ask_price_8,ask_size_8,bid_price_8,bid_size_8,ask_price_9,ask_size_9,bid_price_9,bid_size_9,ask_price_10,ask_size_10,bid_price_10,bid_size_10
2019-06-28 09:30:00.000000000,100145,100,100063,100,,,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000001,100145,100,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000005,100145,100,99982,100,,,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000006,100145,100,99982,100,,,99953,100,,,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000008,100028,100,99982,100,100145,100,99953,100,,,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000009,100028,100,99982,100,100145,100,99953,200,,,99854,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000010,100010,100,99982,100,100028,100,99953,200,100145,100,99854,100,,,99853,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000011,100010,100,99953,200,100028,100,99884,100,100145,100,99854,100,,,99853,100,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000012,100010,100,99953,200,100028,100,99940,100,100145,100,99884,100,,,99854,100,,,99853,100,,,,,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000014,100010,100,99953,200,100028,100,99940,100,100145,100,99919,100,,,99884,100,,,99854,100,,,99853,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000016,99976,100,99953,200,100010,100,99940,100,100028,100,99919,100,100145,100,99884,100,,,99854,100,,,99853,100,,,,,,,,,,,,,,,,
2019-06-28 09:30:00.000000017,99976,100,99964,100,100010,100,99953,200,100028,100,99940,100,100145,100,99919,100,,,99884,100,,,99854,100,,,99853,100,,,,,,,,,,,,
2019-06-28 09:30:00.000000020,99976,100,99964,100,100010,100,99953,200,100028,100,99940,100,100145,100,99919,100,,,99907,100,,,99884,100,,,99854,100,,,99853,100,,,,,,,,
2019-06-28 09:30:00.000000021,99976,100,99964,100,100010,100,99953,200,100028,100,99940,100,100061,100,99919,100,100145,100,99907,100,,,99884,100,,,99854,100,,,99853,100,,,,,,,,
2019-06-28 09:30:00.000000027,99976,100,99964,100,100010,100,99954,100,100028,100,99953,200,100061,100,99940,100,100145,100,99919,100,,,99907,100,,,99884,100,,,99854,100,,,99853,100,,,,
2019-06-28 09:30:00.000000029,99976,100,99964,100,100010,100,99954,100,100028,100,99953,200,100061,100,99940,100,100145,100,99919,100,,,99907,100,,,99895,100,,,99884,100,,,99854,100,,,99853,100
2019-06-28 09:30:00.000000032,100010,100,99964,100,100028,100,99954,100,100061,100,99953,200,100142,100,99940,100,100145,100,99919,100,,,99907,100,,,99895,100,,,99884,100,,,99854,100,,,99853,100
2019-06-28 09:30:00.000000033,99982,100,99964,100,100010,100,99954,100,100028,100,99953,200,100061,100,99940,100,100142,100,99929,100,100145,100,99919,100,,,99907,100,,,99895,100,,,99884,100,,,99854,100
